org_img,image,event,date,second,milisecond,tweek,f_min<2kHz,tweek_sign,cluster
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S2.jpg,2,20141130_002001,33,632,0,0,0,2
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S3.jpg,3,20141130_002001,33,800,0,0,0,1
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S4.jpg,4,20141130_002001,33,814,0,0,0,5
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S5.jpg,5,20141130_002001,33,875,0,0,0,6
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S6.jpg,6,20141130_002001,33,927,0,1,0,6
ch2_20141130_002001_413_s33,ch2_20141130_002001_413_s33-S7.jpg,7,20141130_002001,33,944,0,0,0,0
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S1.jpg,1,20141130_002001,34,49,0,1,0,5
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S2.jpg,2,20141130_002001,34,70,0,1,0,1
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S4.jpg,4,20141130_002001,34,81,0,1,0,0
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S5.jpg,5,20141130_002001,34,100,0,1,0,5
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S6.jpg,6,20141130_002001,34,145,0,1,0,1
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S7.jpg,7,20141130_002001,34,255,0,1,0,5
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S8.jpg,8,20141130_002001,34,276,0,1,0,5
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S9.jpg,9,20141130_002001,34,285,0,1,0,0
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S10.jpg,10,20141130_002001,34,307,0,1,0,0
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S11.jpg,11,20141130_002001,34,387,0,1,0,4
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-T1.jpg,1,20141130_002001,34,543,1,1,4,3
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S13.jpg,13,20141130_002001,34,692,0,1,0,4
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S14.jpg,14,20141130_002001,34,837,0,1,0,5
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-S15.jpg,15,20141130_002001,34,849,0,1,0,1
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-T2.jpg,2,20141130_002001,34,868,1,1,4,3
ch2_20141130_002001_413_s34,ch2_20141130_002001_413_s34-T3.jpg,3,20141130_002001,34,894,1,1,2,4
ch2_20141130_002001_413_s48,ch2_20141130_002001_413_s48-T1.jpg,1,20141130_002001,48,837,1,1,1,6
ch2_20141130_002001_413_s48,ch2_20141130_002001_413_s48-S2.jpg,2,20141130_002001,48,868,0,1,0,0
ch2_20141130_002001_413_s48,ch2_20141130_002001_413_s48-S3.jpg,3,20141130_002001,48,982,0,0,0,0
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S1.jpg,1,20141130_002001,49,10,0,0,0,0
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S2.jpg,2,20141130_002001,49,39,0,0,0,0
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S3.jpg,3,20141130_002001,49,165,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S4.jpg,4,20141130_002001,49,184,0,0,0,1
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S5.jpg,5,20141130_002001,49,194,0,1,0,6
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S6.jpg,6,20141130_002001,49,225,0,1,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S7.jpg,7,20141130_002001,49,236,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S8.jpg,8,20141130_002001,49,317,0,0,0,1
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S9.jpg,9,20141130_002001,49,338,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S10.jpg,10,20141130_002001,49,354,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S11.jpg,11,20141130_002001,49,374,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S12.jpg,12,20141130_002001,49,383,0,0,0,0
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S13.jpg,13,20141130_002001,49,450,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S14.jpg,14,20141130_002001,49,459,0,1,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S15.jpg,15,20141130_002001,49,500,0,0,0,0
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S16.jpg,16,20141130_002001,49,565,0,0,0,5
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S17.jpg,17,20141130_002001,49,588,0,1,0,3
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S18.jpg,18,20141130_002001,49,652,0,1,0,4
ch2_20141130_002001_413_s49,ch2_20141130_002001_413_s49-S19.jpg,19,20141130_002001,49,773,0,0,0,5
ch2_20141130_002001_413_s67,ch2_20141130_002001_413_s67-S1.jpg,1,20141130_002001,67,620,0,1,0,6
ch2_20141130_002001_413_s67,ch2_20141130_002001_413_s67-S3.jpg,3,20141130_002001,67,632,0,0,0,0
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S1.jpg,1,20141130_002001,68,429,0,0,0,1
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S2.jpg,2,20141130_002001,68,500,0,0,0,1
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S3.jpg,3,20141130_002001,68,563,0,1,0,1
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S4.jpg,4,20141130_002001,68,648,0,0,0,5
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S5.jpg,5,20141130_002001,68,714,0,1,0,5
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S6.jpg,6,20141130_002001,68,763,0,0,0,5
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S7.jpg,7,20141130_002001,68,858,0,1,0,1
ch2_20141130_002001_413_s68,ch2_20141130_002001_413_s68-S8.jpg,8,20141130_002001,68,949,0,0,0,5
ch2_20141130_002501_556_s103,ch2_20141130_002501_556_s103-S1.jpg,1,20141130_002501,103,472,0,0,0,2
ch2_20141130_002501_556_s103,ch2_20141130_002501_556_s103-S2.jpg,2,20141130_002501,103,513,0,0,0,2
ch2_20141130_002501_556_s103,ch2_20141130_002501_556_s103-S3.jpg,3,20141130_002501,103,961,0,0,0,2
ch2_20141130_002501_556_s125,ch2_20141130_002501_556_s125-S1.jpg,1,20141130_002501,125,336,0,0,0,5
ch2_20141130_002501_556_s125,ch2_20141130_002501_556_s125-S2.jpg,2,20141130_002501,125,438,0,1,0,6
ch2_20141130_002501_556_s133,ch2_20141130_002501_556_s133-T1.jpg,1,20141130_002501,133,17,1,1,4,3
ch2_20141130_002501_556_s133,ch2_20141130_002501_556_s133-S1.jpg,1,20141130_002501,133,338,0,0,0,5
ch2_20141130_002501_556_s133,ch2_20141130_002501_556_s133-S2.jpg,2,20141130_002501,133,995,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S1.jpg,1,20141130_002501,42,153,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S2.jpg,2,20141130_002501,42,185,0,0,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S3.jpg,3,20141130_002501,42,196,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S4.jpg,4,20141130_002501,42,231,0,0,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S5.jpg,5,20141130_002501,42,299,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S6.jpg,6,20141130_002501,42,442,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S7.jpg,7,20141130_002501,42,464,0,1,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S8.jpg,8,20141130_002501,42,472,0,1,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S9.jpg,9,20141130_002501,42,480,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S10.jpg,10,20141130_002501,42,555,0,0,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S11.jpg,11,20141130_002501,42,570,0,1,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S12.jpg,12,20141130_002501,42,586,0,1,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S13.jpg,13,20141130_002501,42,593,0,1,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S14.jpg,14,20141130_002501,42,630,0,1,0,0
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-T1.jpg,1,20141130_002501,42,660,1,1,3,3
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S15.jpg,15,20141130_002501,42,792,0,1,0,5
ch2_20141130_002501_556_s42,ch2_20141130_002501_556_s42-S16.jpg,16,20141130_002501,42,868,0,0,0,4
ch2_20141130_002501_556_s54,ch2_20141130_002501_556_s54-T1.jpg,1,20141130_002501,54,293,1,1,1,3
ch2_20141130_002501_556_s70,ch2_20141130_002501_556_s70-T1.jpg,1,20141130_002501,70,511,1,1,1,3
ch2_20141130_002501_556_s70,ch2_20141130_002501_556_s70-S1.jpg,1,20141130_002501,70,634,0,1,0,2
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-S1.jpg,1,20141130_002501,72,690,0,0,0,2
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-S2.jpg,2,20141130_002501,72,733,0,0,0,2
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-S3.jpg,3,20141130_002501,72,801,0,1,0,5
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-T1.jpg,1,20141130_002501,72,802,1,1,1,5
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-S4.jpg,4,20141130_002501,72,859,0,1,0,2
ch2_20141130_002501_556_s72,ch2_20141130_002501_556_s72-S5.jpg,5,20141130_002501,72,883,0,1,0,5
ch2_20141130_002501_556_s74,ch2_20141130_002501_556_s74-S1.jpg,1,20141130_002501,74,703,0,0,0,1
ch2_20141130_002501_556_s74,ch2_20141130_002501_556_s74-S2.jpg,2,20141130_002501,74,755,0,0,0,2
ch2_20141130_002501_556_s74,ch2_20141130_002501_556_s74-S3.jpg,3,20141130_002501,74,787,0,0,0,2
ch2_20141130_002501_556_s87,ch2_20141130_002501_556_s87-S1.jpg,1,20141130_002501,87,180,0,0,0,0
ch2_20141130_002501_556_s87,ch2_20141130_002501_556_s87-S2.jpg,2,20141130_002501,87,191,0,1,0,6
ch2_20141130_002501_556_s87,ch2_20141130_002501_556_s87-S3.jpg,3,20141130_002501,87,923,0,0,0,2
ch2_20141130_003001_700_s106,ch2_20141130_003001_700_s106-S1.jpg,1,20141130_003001,106,479,0,1,0,1
ch2_20141130_003001_700_s110,ch2_20141130_003001_700_s110-S1.jpg,1,20141130_003001,110,351,0,1,0,4
ch2_20141130_003001_700_s110,ch2_20141130_003001_700_s110-S2.jpg,2,20141130_003001,110,468,0,0,0,2
ch2_20141130_003001_700_s110,ch2_20141130_003001_700_s110-S3.jpg,3,20141130_003001,110,916,0,0,0,2
ch2_20141130_003001_700_s117,ch2_20141130_003001_700_s117-S1.jpg,1,20141130_003001,117,584,0,0,0,2
ch2_20141130_003001_700_s117,ch2_20141130_003001_700_s117-S2.jpg,2,20141130_003001,117,646,0,0,0,2
ch2_20141130_003001_700_s117,ch2_20141130_003001_700_s117-S3.jpg,3,20141130_003001,117,666,0,0,0,2
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S1.jpg,1,20141130_003001,132,8,0,0,0,2
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S2.jpg,2,20141130_003001,132,121,0,1,0,1
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S3.jpg,3,20141130_003001,132,249,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S4.jpg,4,20141130_003001,132,315,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S5.jpg,5,20141130_003001,132,406,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S6.jpg,6,20141130_003001,132,429,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S7.jpg,7,20141130_003001,132,447,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S8.jpg,8,20141130_003001,132,543,0,1,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S9.jpg,9,20141130_003001,132,556,0,0,0,0
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S10.jpg,10,20141130_003001,132,578,0,1,0,0
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-T1.jpg,1,20141130_003001,132,602,1,1,4,3
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S11.jpg,11,20141130_003001,132,603,0,1,0,3
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S12.jpg,12,20141130_003001,132,658,0,1,0,0
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S13.jpg,13,20141130_003001,132,716,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S14.jpg,14,20141130_003001,132,871,0,0,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S15.jpg,15,20141130_003001,132,893,0,0,0,0
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S16.jpg,16,20141130_003001,132,914,0,1,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S17.jpg,17,20141130_003001,132,948,0,1,0,5
ch2_20141130_003001_700_s132,ch2_20141130_003001_700_s132-S18.jpg,18,20141130_003001,132,986,0,0,0,0
ch2_20141130_003001_700_s133,ch2_20141130_003001_700_s133-S1.jpg,1,20141130_003001,133,60,0,1,0,6
ch2_20141130_003001_700_s133,ch2_20141130_003001_700_s133-S2.jpg,2,20141130_003001,133,186,0,1,0,6
ch2_20141130_003001_700_s133,ch2_20141130_003001_700_s133-S3.jpg,3,20141130_003001,133,265,0,0,0,5
ch2_20141130_003001_700_s133,ch2_20141130_003001_700_s133-S4.jpg,4,20141130_003001,133,296,0,0,0,5
ch2_20141130_003001_700_s133,ch2_20141130_003001_700_s133-S5.jpg,5,20141130_003001,133,334,0,0,0,5
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S1.jpg,1,20141130_003001,18,5,0,0,0,5
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S2.jpg,2,20141130_003001,18,53,0,0,0,5
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S3.jpg,3,20141130_003001,18,122,0,0,0,5
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S4.jpg,4,20141130_003001,18,220,0,0,0,0
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S5.jpg,5,20141130_003001,18,259,0,0,0,4
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S6.jpg,6,20141130_003001,18,351,0,1,0,6
ch2_20141130_003001_700_s18,ch2_20141130_003001_700_s18-S7.jpg,7,20141130_003001,18,587,0,0,0,5
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S1.jpg,1,20141130_003001,25,428,0,0,0,5
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S2.jpg,2,20141130_003001,25,489,0,0,0,5
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S3.jpg,3,20141130_003001,25,505,0,0,0,2
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S4.jpg,4,20141130_003001,25,520,0,0,0,2
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S5.jpg,5,20141130_003001,25,576,0,0,0,2
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S6.jpg,6,20141130_003001,25,612,0,0,0,2
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S7.jpg,7,20141130_003001,25,695,0,1,0,5
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S8.jpg,8,20141130_003001,25,770,0,1,0,2
ch2_20141130_003001_700_s25,ch2_20141130_003001_700_s25-S9.jpg,9,20141130_003001,25,975,0,0,0,2
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S1.jpg,1,20141130_003001,58,349,0,0,0,5
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S2.jpg,2,20141130_003001,58,366,0,0,0,0
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S3.jpg,3,20141130_003001,58,593,0,1,0,1
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S4.jpg,4,20141130_003001,58,602,0,0,0,0
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S5.jpg,5,20141130_003001,58,610,0,0,0,5
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S6.jpg,6,20141130_003001,58,780,0,0,0,5
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S7.jpg,7,20141130_003001,58,794,0,0,0,3
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S8.jpg,8,20141130_003001,58,888,0,0,0,5
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S9.jpg,9,20141130_003001,58,969,0,1,0,0
ch2_20141130_003001_700_s58,ch2_20141130_003001_700_s58-S10.jpg,10,20141130_003001,58,994,0,1,0,5
ch2_20141130_003001_700_s64,ch2_20141130_003001_700_s64-S1.jpg,1,20141130_003001,64,188,0,0,0,0
ch2_20141130_003001_700_s64,ch2_20141130_003001_700_s64-S2.jpg,2,20141130_003001,64,202,0,0,0,5
ch2_20141130_003001_700_s64,ch2_20141130_003001_700_s64-S3.jpg,3,20141130_003001,64,310,0,0,0,5
ch2_20141130_003001_700_s64,ch2_20141130_003001_700_s64-S4.jpg,4,20141130_003001,64,329,0,0,0,5
ch2_20141130_003001_700_s64,ch2_20141130_003001_700_s64-S5.jpg,5,20141130_003001,64,445,0,0,0,1
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-S1.jpg,1,20141130_003501,106,153,0,0,0,0
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-S2.jpg,2,20141130_003501,106,168,0,0,0,0
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-T1.jpg,1,20141130_003501,106,187,1,1,3,3
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-T2.jpg,2,20141130_003501,106,220,1,1,4,0
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-S3.jpg,3,20141130_003501,106,232,0,0,0,0
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-S4.jpg,4,20141130_003501,106,835,0,0,0,5
ch2_20141130_003501_842_s106,ch2_20141130_003501_842_s106-S5.jpg,5,20141130_003501,106,885,0,0,0,5
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S1.jpg,1,20141130_003501,118,91,0,0,0,5
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S2.jpg,2,20141130_003501,118,101,0,1,0,3
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S3.jpg,3,20141130_003501,118,122,0,1,0,6
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S4.jpg,4,20141130_003501,118,217,0,0,0,4
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S5.jpg,5,20141130_003501,118,298,0,0,0,5
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S6.jpg,6,20141130_003501,118,360,0,0,0,5
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S7.jpg,7,20141130_003501,118,723,0,1,0,5
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S8.jpg,8,20141130_003501,118,827,0,1,0,6
ch2_20141130_003501_842_s118,ch2_20141130_003501_842_s118-S9.jpg,9,20141130_003501,118,977,0,0,0,5
ch2_20141130_003501_842_s134,ch2_20141130_003501_842_s134-S1.jpg,1,20141130_003501,134,768,0,1,0,5
ch2_20141130_003501_842_s134,ch2_20141130_003501_842_s134-S2.jpg,2,20141130_003501,134,968,0,1,0,1
ch2_20141130_003501_842_s134,ch2_20141130_003501_842_s134-S3.jpg,3,20141130_003501,134,992,0,1,0,1
ch2_20141130_003501_842_s140,ch2_20141130_003501_842_s140-S1.jpg,1,20141130_003501,140,350,0,1,0,0
ch2_20141130_003501_842_s140,ch2_20141130_003501_842_s140-S2.jpg,2,20141130_003501,140,360,0,0,0,6
ch2_20141130_003501_842_s140,ch2_20141130_003501_842_s140-S3.jpg,3,20141130_003501,140,373,0,0,0,3
ch2_20141130_003501_842_s140,ch2_20141130_003501_842_s140-T1.jpg,1,20141130_003501,140,414,1,1,1,4
ch2_20141130_003501_842_s48,ch2_20141130_003501_842_s48-S1.jpg,1,20141130_003501,48,58,0,0,0,1
ch2_20141130_003501_842_s48,ch2_20141130_003501_842_s48-S2.jpg,2,20141130_003501,48,660,0,1,0,1
ch2_20141130_003501_842_s48,ch2_20141130_003501_842_s48-T1.jpg,1,20141130_003501,48,661,1,1,1,4
ch2_20141130_003501_842_s76,ch2_20141130_003501_842_s76-T1.jpg,1,20141130_003501,76,554,1,1,1,3
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-T1.jpg,1,20141130_003501,80,125,1,0,1,3
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S1.jpg,1,20141130_003501,80,127,0,0,0,3
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S2.jpg,2,20141130_003501,80,141,0,0,0,0
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S3.jpg,3,20141130_003501,80,161,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S4.jpg,4,20141130_003501,80,172,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S5.jpg,5,20141130_003501,80,196,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S6.jpg,6,20141130_003501,80,246,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S7.jpg,7,20141130_003501,80,271,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S8.jpg,8,20141130_003501,80,435,0,0,0,5
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S9.jpg,9,20141130_003501,80,647,0,0,0,0
ch2_20141130_003501_842_s80,ch2_20141130_003501_842_s80-S10.jpg,10,20141130_003501,80,759,0,0,0,5
ch2_20141130_003501_842_s85,ch2_20141130_003501_842_s85-S1.jpg,1,20141130_003501,85,423,0,0,0,5
ch2_20141130_003501_842_s85,ch2_20141130_003501_842_s85-S2.jpg,2,20141130_003501,85,793,0,0,0,2
ch2_20141130_003501_842_s94,ch2_20141130_003501_842_s94-S1.jpg,1,20141130_003501,94,228,0,0,0,2
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-T1.jpg,1,20141130_004001,104,560,1,1,1,3
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S2.jpg,2,20141130_004001,104,636,0,0,0,0
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S3.jpg,3,20141130_004001,104,735,0,0,0,5
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S4.jpg,4,20141130_004001,104,769,0,0,0,5
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S5.jpg,5,20141130_004001,104,817,0,0,0,4
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S6.jpg,6,20141130_004001,104,832,0,0,0,6
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S7.jpg,7,20141130_004001,104,843,0,1,0,6
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S8.jpg,8,20141130_004001,104,849,0,0,0,0
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S9.jpg,9,20141130_004001,104,861,0,0,0,0
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S10.jpg,10,20141130_004001,104,887,0,0,0,0
ch2_20141130_004001_988_s104,ch2_20141130_004001_988_s104-S11.jpg,11,20141130_004001,104,938,0,1,0,0
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S1.jpg,1,20141130_004001,105,41,0,1,0,5
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-T1.jpg,1,20141130_004001,105,70,1,1,4,3
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S2.jpg,2,20141130_004001,105,102,0,1,0,6
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S3.jpg,3,20141130_004001,105,116,0,0,0,5
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S4.jpg,4,20141130_004001,105,127,0,0,0,0
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S6.jpg,6,20141130_004001,105,227,0,1,0,0
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S7.jpg,7,20141130_004001,105,261,0,0,0,0
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S8.jpg,8,20141130_004001,105,291,0,0,0,5
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S9.jpg,9,20141130_004001,105,302,0,1,0,5
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-T2.jpg,2,20141130_004001,105,350,1,1,4,3
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S11.jpg,11,20141130_004001,105,422,0,0,0,5
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S12.jpg,12,20141130_004001,105,475,0,0,0,0
ch2_20141130_004001_988_s105,ch2_20141130_004001_988_s105-S13.jpg,13,20141130_004001,105,741,0,0,0,2
ch2_20141130_004001_988_s131,ch2_20141130_004001_988_s131-S1.jpg,1,20141130_004001,131,901,0,0,0,1
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S1.jpg,1,20141130_004001,138,31,0,0,0,3
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S2.jpg,2,20141130_004001,138,177,0,0,0,1
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S3.jpg,3,20141130_004001,138,187,0,0,0,5
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S4.jpg,4,20141130_004001,138,209,0,1,0,3
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S5.jpg,5,20141130_004001,138,230,0,1,0,4
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S6.jpg,6,20141130_004001,138,317,0,0,0,5
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-T1.jpg,1,20141130_004001,138,389,1,1,1,3
ch2_20141130_004001_988_s138,ch2_20141130_004001_988_s138-S8.jpg,8,20141130_004001,138,410,0,1,0,3
